features,validation_score,test_score
"['C_AA_count', 'GG__ATG_count', 'GAA_T_count', 'T_CCT_count', 'T__CTA_count', 'G_0', 'T_TAC_count', 'T_GCA_count', 'G_count', 'A_ATA_count', 'GCA_T_count', 'T__CCT_count', 'A__AT_count']",0.5975987332836414,0.010107176153870467
"['C_AA_count', 'AT_count', 'G_CA_count', 'TAA_A_count', 'T__CTA_count', 'T_GAT_count', 'A__G_count', 'TT_AC_count', 'G_C_count', 'T_AAT_count', 'T_TGC_count', 'A_GC_count', 'AA_C_count', 'TC_C_count', 'T_TAA_count', 'G_CC_count', 'T_CAA_count', 'GT_count', 'A_-10', 'TT_CT_count', 'arcA', 'TT__CTA_count', 'TG_count', 'TA__A_count', 'H_NS_28-4']",0.6342385214034043,-6.895217412613206e+24
"['rpoD17', 'T__CT_count', 'ATA__A_count', 'GA__T_count', 'T_T_count', 'A_GAT_count', 'T_CCT_count', 'T_TCA_count', 'T_CCC_count', 'T_ACC_count', 'GAA_T_count', 'T_GAC_count', 'dG_apparent', 'TTT_A_count', 'Tx_rate', 'TA_CTG_count', 'rpoS17', 'A_C_count', 'GA_count', 'C_TAG_count', 'TC_A_count', 'GC__TG_count', 'A__T_count', 'AA_AG_count', 'T_CA_count', 'A_count', 'G_TAT_count', 'C__TAC_count', 'AA_CT_count', 'gc_skew', 'GC_count', 'C_A_count', 'AA_count', 'TA_ATA_count', 'G_CC_count']",0.6071825535898252,0.14343969264452638
"['C_ATG_count', 'rpoD17', 'A_ATA_count', 'T_CCT_count', 'A_AC_count', 'A_GAT_count', 'GAA_T_count', 'T_AGC_count', 'TA_count', 'T_GC_count', 'G_AC_count', 'A_CT_count', 'T_CCC_count', 'arcA', 'AA_A_count', 'A__A_count', 'GC_C_count', 'T_ACA_count', 'TT_C_count', 'ATA__A_count', 'TTG__A_count', 'T_GA_count', 'rpoS17', 'TTT_AA_count', 'atgc_ratio', 'A__CT_count', 'T_TAA_count', 'TT_AT_count']",0.7426228378198996,0.07044685908410875
"['C_AA_count', 'GG__ATG_count', 'GA__T_count', 'ATG__A_count', 'TT__C_count', 'T_TA_count', 'ATG_TA_count']",0.5676813816620048,0.04225859377533048
"['C_AA_count', 'A_GAT_count', 'T_CA_count', 'T__CTA_count', 'AGA__G_count', 'T_TCA_count', 'G_CC_count', 'AC_T_count', 'T__CAT_count', 'rpoD17', 'A_GC_count', 'AT_A_count', 'TT__CTA_count', 'T_AAC_count']",0.4702779031674491,-0.0074540770900428654
"['C_AA_count', 'A_GAT_count', 'A_G_count', 'T__CT_count', 'TGA_A_count', 'TTT_AA_count', 'Tx_rate', 'G_AC_count', 'TAC_T_count', 'T__AC_count', 'T_TGC_count', 'GC_C_count', 'C_ATA_count', 'A_AT_count', 'T__AAA_count', 'A_GC_count', 'AA_C_count', 'T_GCA_count', 'C__TAC_count', 'TA_C_count', 'CT__A_count', 'Predicted Promoter Strength (KbT)', 'G__A_count', 'T_CA_count', 'A_T_count', 'rpoD18', 'T_TCA_count', 'C_TAG_count', 'G__AA_count', 'G_TAA_count', 'T_TAC_count', 'AA__T_count', 'G__C_count', 'G__TAG_count']",0.5132265825693341,0.287703048400349
"['G_TA_count', 'C_ATA_count', 'T_CA_count', 'T_AA_count', 'TTG_CC_count', 'T_0', 'A_AC_count', 'T__CAT_count', 'A_0', 'GT_count', 'CpxR_14-8', 'TA__T_count', 'G__C_count', 'C_C_count', 'G__TA_count', 'C__TAC_count', 'G_AC_count']",0.5338034782834313,0.1995203683048543
"['G__AA_count', 'GA__G_count', 'T_CA_count', 'TTG_CC_count', 'TA_count', 'GC__TG_count', 'AA_TG_count', 'C__AAA_count', 'A_AAT_count', 'T__A_count', 'GCT__AA_count', 'T_TGC_count', 'A_T_count', 'TGC_AT_count', 'T__ATA_count', 'C_TAG_count', 'rpoS17', 'TTG__A_count', 'AA_count', 'A_ATA_count', 'rpoD18', 'TTT_AC_count', 'GA_count', 'AA_A_count', 'A__A_count', 'A_AA_count', 'G_CC_count', 'C__TGC_count']",0.5947007132303718,0.07225089781588279
"['pssm_score', 'AA_AT_count', 'rpoD17', 'GC_ATG_count', 'TA__A_count', 'TA_CTG_count', 'TC_count', 'GA_C_count', 'A__T_count', 'T_GAC_count', 'C_AAA_count', 'T_AGC_count', 'rpoS17', 'C__TAC_count', 'T_CAC_count', 'T_G_count', 'T_GCC_count', 'A_-7', 'AA_TG_count', 'T__CC_count', 'A_C_count', 'AT_C_count', 'G__TAA_count', 'H_NS_28-4', 'TG__A_count', 'C_count', 'A_AT_count', 'T__CAC_count']",0.6473265048379913,-3.376028125658674e+34
